action,date,x,y,z
stairs,2011-11-30 11:04:56,0.038307227194309235,2.9496564865112305,5.2480902671813965
stairs,2011-11-30 11:04:56,1.6855180263519287,5.899312973022461,6.856993675231934
stairs,2011-11-30 11:04:56,3.5625722408294678,8.810662269592285,4.290409564971924
stairs,2011-11-30 11:04:56,2.0685901641845703,9.193734169006348,-2.9879636764526367
stairs,2011-11-30 11:04:56,-0.727837324142456,9.959878921508789,2.0685901641845703
stairs,2011-11-30 11:04:56,-5.018246650695801,7.2783732414245605,2.911349296569824
stairs,2011-11-30 11:04:56,1.072602391242981,11.72201156616211,3.3710360527038574
stairs,2011-11-30 11:04:56,-2.298433542251587,7.891288757324219,3.5625722408294678
stairs,2011-11-30 11:04:56,-1.1492167711257935,7.891288757324219,3.7924153804779053
stairs,2011-11-30 11:04:57,-1.6089035272598267,7.891288757324219,4.788403511047363
stairs,2011-11-30 11:04:57,-1.3407529592514038,11.951854705810547,5.822698593139648
stairs,2011-11-30 11:04:57,0.49799394607543945,7.967903137207031,0.38307225704193115
stairs,2011-11-30 11:04:57,2.3367409706115723,9.423578262329102,1.5705963373184204
stairs,2011-11-30 11:04:57,1.723825216293335,9.423578262329102,2.6815059185028076
stairs,2011-11-30 11:04:57,-1.647210717201233,8.542511940002441,3.3710360527038574
stairs,2011-11-30 11:04:57,-0.8427590131759644,7.546523571014404,3.064578056335449
stairs,2011-11-30 11:04:57,-1.4173674583435059,8.121131896972656,2.6815059185028076
stairs,2011-11-30 11:04:57,2.4899697303771973,12.48815631866455,1.4173674583435059
stairs,2011-11-30 11:04:57,-8.312667846679688,12.832921028137207,1.9153614044189453
stairs,2011-11-30 11:04:58,1.5705963373184204,7.469909191131592,3.9456443786621094
stairs,2011-11-30 11:04:58,-0.6129156351089478,4.941632270812988,2.9879636764526367
stairs,2011-11-30 11:04:58,-0.6129156351089478,4.941632270812988,2.9879636764526367
stairs,2011-11-30 11:04:58,-1.3407529592514038,12.526463508605957,4.290409564971924
stairs,2011-11-30 11:04:58,-0.2298433631658554,10.036493301391602,-1.1109095811843872
stairs,2011-11-30 11:04:58,-0.9193734526634216,10.572794914245605,2.719813108444214
stairs,2011-11-30 11:04:58,-1.3407529592514038,3.6774938106536865,3.5242648124694824
stairs,2011-11-30 11:04:58,-1.5705963373184204,9.346963882446289,2.183511972427368
stairs,2011-11-30 11:04:58,0.9959878921508789,4.252102375030518,2.911349296569824
stairs,2011-11-30 11:04:59,-3.064578056335449,19.268535614013672,5.822698593139648
stairs,2011-11-30 11:04:59,-1.5322890281677246,8.159439086914062,4.596867084503174
stairs,2011-11-30 11:04:59,-0.38307225704193115,3.294421434402466,2.7964274883270264
stairs,2011-11-30 11:04:59,-2.911349296569824,8.504204750061035,2.145204782485962
stairs,2011-11-30 11:04:59,-1.455674648284912,9.883264541625977,4.750096321105957
stairs,2011-11-30 11:04:59,1.5322890281677246,12.143390655517578,4.32871675491333
stairs,2011-11-30 11:04:59,-1.5322890281677246,10.572794914245605,2.719813108444214
stairs,2011-11-30 11:04:59,-1.2641384601593018,3.485957622528076,2.4133553504943848
stairs,2011-11-30 11:04:59,-0.9193734526634216,8.389283180236816,2.030282974243164
stairs,2011-11-30 11:04:59,0.727837324142456,6.3973069190979,4.213795185089111
stairs,2011-11-30 11:05:00,-8.197746276855469,18.655620574951172,7.7763671875
stairs,2011-11-30 11:05:00,-0.1149216815829277,9.002198219299316,5.937620162963867
stairs,2011-11-30 11:05:00,-0.5746083855628967,3.9839515686035156,2.3367409706115723
stairs,2011-11-30 11:05:00,-0.8044517636299133,4.252102375030518,1.9536685943603516
stairs,2011-11-30 11:05:00,-2.5282769203186035,12.143390655517578,5.2480902671813965
stairs,2011-11-30 11:05:00,-1.3407529592514038,12.143390655517578,-1.0342950820922852
stairs,2011-11-30 11:05:00,0.038307227194309235,10.304644584655762,3.7924153804779053
stairs,2011-11-30 11:05:00,-1.6089035272598267,5.822698593139648,3.7924153804779053
stairs,2011-11-30 11:05:00,-3.907337188720703,6.742072105407715,1.3407529592514038
stairs,2011-11-30 11:05:01,0.2298433631658554,6.090848922729492,5.975927352905273
stairs,2011-11-30 11:05:01,-2.145204782485962,18.34916114807129,5.975927352905273
stairs,2011-11-30 11:05:01,-4.941632270812988,10.802638053894043,4.596867084503174
stairs,2011-11-30 11:05:01,-0.6129156351089478,4.903325080871582,1.8770540952682495
stairs,2011-11-30 11:05:01,-0.6129156351089478,4.520252704620361,1.37906014919281
stairs,2011-11-30 11:05:01,-1.2258312702178955,10.304644584655762,4.098873138427734
stairs,2011-11-30 11:05:01,-1.5705963373184204,13.369222640991211,-1.455674648284912
stairs,2011-11-30 11:05:01,-1.5705963373184204,8.96389102935791,5.286397457122803
stairs,2011-11-30 11:05:01,-2.3750481605529785,5.439626216888428,2.4899697303771973
stairs,2011-11-30 11:05:01,-1.4173674583435059,6.933608055114746,1.8770540952682495
stairs,2011-11-30 11:05:02,-1.4173674583435059,7.661445617675781,4.8267107009887695
stairs,2011-11-30 11:05:02,-1.6089035272598267,11.070788383483887,4.520252704620361
stairs,2011-11-30 11:05:02,-3.6391866207122803,12.143390655517578,4.32871675491333
stairs,2011-11-30 11:05:02,-1.072602391242981,4.137180328369141,2.145204782485962
stairs,2011-11-30 11:05:02,0.49799394607543945,5.861005783081055,1.2641384601593018
stairs,2011-11-30 11:05:02,-2.2218191623687744,9.117119789123535,5.631162166595459
stairs,2011-11-30 11:05:02,-2.604891538619995,15.629348754882812,0.2298433631658554
