action,x,y,z
walking,4.137180328369141,3.44765043258667,-3.3710360527038574
walking,8.504204750061035,7.469909191131592,-1.6855180263519287
walking,9.730035781860352,9.691728591918945,0.1149216815829277
walking,7.623138427734375,11.798625946044922,1.3407529592514038
walking,3.6391866207122803,9.768342971801758,0.38307225704193115
walking,4.022258758544922,8.580819129943848,-1.9153614044189453
walking,6.244078159332275,9.883264541625977,1.1492167711257935
walking,3.6391866207122803,77763671875,-0.038307227194309235
walking,2.719813108444214,4.941632270812988,2.1068975925445557
walking,0.3064578175544739,6.665457725524902,1.37906014919281
walking,2.2601263523101807,9.385271072387695,4.481945514678955
walking,0.4213795065879822,9.385271072387695,0.5363011956214905
walking,0.4213795065879822,10.611102104187012,2.719813108444214
walking,-0.38307225704193115,8.887276649475098,2.719813108444214
walking,-2.451662540435791,7.967903137207031,1.9919757843017578
walking,-1.1492167711257935,11.109095573425293,0.07661445438861847
walking,-1.8387469053268433,12.02846908569336,0.5746083855628967
walking,-2.451662540435791,8.65743350982666,1.800439715385437
walking,-2.8347349166870117,9.615114212036133,2.8347349166870117
walking,-1.455674648284912,8.08282470703125,3.064578056335449
walking,-2.5665841102600098,7.354987621307373,3.7158010005950928
walking,-2.8347349166870117,7.5848307609558105,3.7158010005950928
walking,-3.179499864578247,9.078812599182129,4.443638324737549
walking,-1.455674648284912,12.449849128723145,4.8267107009887695
walking,-0.6512228846549988,9.461885452270508,-0.038307227194309235
walking,0.6129156351089478,7.354987621307373,0.9193734526634216
walking,0.3064578175544739,8.006210327148438,0.3064578175544739
walking,-2.298433542251587,8.006210327148438,1.1875240802764893
walking,-1.5322890281677246,7.4316020011901855,1.4939818382263184
walking,0.1149216815829277,12.02846908569336,3.7924153804779053
walking,-4.060565948486328,9.806650161743164,0.07661445438861847
walking,1.7621324062347412,16.318878173828125,0.07661445438861847
walking,-3.485957622528076,4.9799394607543945,0.8044517636299133
walking,0.5363011956214905,5.70777702331543,1.1492167711257935
walking,-2.183511972427368,8.044517517089844,4.175487995147705
walking,-4.903325080871582,14.748282432556152,9.002198219299316
walking,0.2298433631658554,9.461885452270508,-0.038307227194309235
walking,0.4213795065879822,11.377246856689453,-0.038307227194309235
walking,0.4213795065879822,4.750096321105957,-0.2298433631658554
walking,-2.8347349166870117,8.389283180236816,0.8810662031173706
walking,-0.9959878921508789,7.010222434997559,1.6855180263519287
walking,-3.3710360527038574,9.921571731567383,2.0685901641845703
walking,-0.8044517636299133,16.970102310180664,0.6512228846549988
walking,-3.141192674636841,2.4899697303771973,1.2258312702178955
walking,0.3064578175544739,6.665457725524902,1.2258312702178955
walking,-4.558559894561768,7.508216381072998,4.175487995147705
walking,-5.1331682205200195,17.046716690063477,6.129156112670898
walking,-0.5363011956214905,9.27034854888916,-0.5746083855628967
walking,1.9153614044189453,8.925583839416504,1.9919757843017578
walking,-2.75812029838562,7.163451671600342,0.3064578175544739
walking,-2.4133553504943848,7.623138427734375,2.2218191623687744
walking,-2.911349296569824,10.879252433776855,4.252102375030518
walking,-1.9536685943603516,7.010222434997559,-1.4939818382263184
walking,-5.1331682205200195,19.306842803955078,1.4939818382263184
walking,-1.8387469053268433,0.6512228846549988,2.873042106628418
walking,0.19153612852096558,8.236053466796875,2.030282974243164
walking,-5.861005783081055,6.971915245056152,4.711789131164551
walking,-3.1028854846954346,14.901511192321777,2.873042106628418
walking,-2.298433542251587,9.232041358947754,0.07661445438861847
walking,1.5705963373184204,6.818686485290527,2.451662540435791
walking,-4.32871675491333,63973069190979,1.2258312702178955
walking,-1.9536685943603516,8.197746276855469,2.873042106628418
walking,-4.903325080871582,11.72201156616211,5.822698593139648
walking,-1.6855180263519287,6.627150535583496,-2.911349296569824
walking,-5.363011837005615,17.92778205871582,-0.9193734526634216
walking,-1.37906014919281,1.647210717201233,2.6431987285614014
walking,0.07661445438861847,8.312667846679688,2.298433542251587
walking,-6.052541732788086,8.619126319885254,7.891288757324219
walking,-1.1492167711257935,10.84094524383545,-0.3447650372982025
walking,-1.4939818382263184,10.84094524383545,0.038307227194309235
walking,-0.07661445438861847,4.520252704620361,1.1492167711257935
walking,-4.558559894561768,8.121131896972656,1.800439715385437
walking,-1.5705963373184204,6.167463779449463,2.6815059185028076
walking,-5.286397457122803,9.308655738830566,2.3367409706115723
walking,-2.9879636764526367,16.28057098388672,0.7661445140838623
walking,-3.4093432426452637,2.911349296569824,1.3024457693099976
walking,-0.5363011956214905,6.435614109039307,1.072602391242981
walking,-6.167463779449463,7.5848307609558105,3.9456443786621094
walking,-5.937620162963867,16.81687355041504,5.822698593139648
walking,-3.064578056335449,10.381258964538574,-0.2298433631658554
walking,1.1492167711257935,8.159439086914062,2.145204782485962
walking,-3.7158010005950928,5.822698593139648,-0.07661445438861847
walking,-4.750096321105957,7.8529815673828125,4.213795185089111
walking,-5.477933406829834,10.228029251098633,4.63517427444458
walking,-0.9576807022094727,7.738059997558594,-2.873042106628418
walking,-7.891288757324219,16.203956604003906,-2.298433542251587
walking,-1.3024457693099976,2.298433542251587,2.8347349166870117
walking,-1.072602391242981,8.465897560119629,2.8347349166870117
walking,-5.746084213256836,7.240066051483154,7.6997528076171875
walking,-2.183511972427368,10.457873344421387,1.072602391242981
walking,-4.32871675491333,10.917559623718262,0.19153612852096558
walking,0.26815059781074524,4.865017890930176,2.030282974243164
walking,-4.8267107009887695,77763671875,1.4939818382263184
walking,-2.6431987285614014,5.018246650695801,4.290409564971924
walking,-7.546523571014404,11.262324333190918,5.669469833374023
walking,-1.6089035272598267,11.836933135986328,-2.451662540435791
walking,-6.320692539215088,8.427590370178223,-1.9153614044189453
walking,-0.5363011956214905,3.907337188720703,1.8387469053268433
walking,-1.4939818382263184,6.933608055114746,2.6431987285614014
walking,-7.010222434997559,13.254301071166992,7.661445617675781
walking,-3.869029998779297,9.883264541625977,-0.6129156351089478
walking,-0.8044517636299133,11.109095573425293,1.6089035272598267
walking,-2.2218191623687744,4.098873138427734,-0.038307227194309235
walking,-5.937620162963867,7.240066051483154,1.37906014919281
walking,-2.9496564865112305,6.588842868804932,2.1068975925445557
walking,-4.9799394607543945,7.661445617675781,0.4596867263317108
walking,-5.363011837005615,18.962078094482422,2.8347349166870117
walking,-4.520252704620361,-0.4213795065879822,2.604891538619995
walking,-0.38307225704193115,6.090848922729492,1.4173674583435059
walking,-7.316680431365967,7.1251444816589355,4.405331134796143
walking,-7.316680431365967,13.675680160522461,4.405331134796143
walking,-3.6391866207122803,9.53849983215332,-0.26815059781074524
walking,0.38307225704193115,7.4316020011901855,3.026270866394043
walking,-5.018246650695801,63973069190979,0.8044517636299133
walking,-4.596867084503174,6.090848922729492,4.711789131164551
walking,-7.163451671600342,11.03248119354248,6.129156112670898
walking,-1.1109095811843872,8.619126319885254,-2.9879636764526367
walking,-9.653421401977539,11.338939666748047,-2.5665841102600098
walking,-1.37906014919281,2.911349296569824,2.5282769203186035
walking,-1.9536685943603516,7.201758861541748,2.5282769203186035
walking,-6.473921298980713,10.496180534362793,9.653421401977539
walking,-3.7924153804779053,10.496180534362793,-0.9959878921508789
walking,-2.0685901641845703,11.798625946044922,0.2298433631658554
walking,-1.6855180263519287,4.137180328369141,1.1109095811843872
walking,-6.358999729156494,5.861005783081055,2.145204782485962
walking,-4.443638324737549,6.205770969390869,2.5282769203186035
walking,-3.1028854846954346,6.512228488922119,-0.3447650372982025
walking,-9.193734169006348,19.230228424072266,1.5705963373184204
walking,-3.141192674636841,-0.727837324142456,3.6391866207122803
walking,-1.4173674583435059,7.929595947265625,2.4899697303771973
walking,-7.546523571014404,7.010222434997559,6.933608055114746
walking,-5.363011837005615,10.84094524383545,0.26815059781074524
walking,-3.4093432426452637,8.96389102935791,0.26815059781074524
walking,-0.4213795065879822,5.286397457122803,3.141192674636841
walking,-6.205770969390869,77763671875,2.9496564865112305
walking,-3.5242648124694824,5.094861030578613,3.485957622528076
walking,-7.201758861541748,11.03248119354248,6.320692539215088
walking,-2.75812029838562,7.4316020011901855,-2.183511972427368
walking,-8.465897560119629,12.449849128723145,-2.4133553504943848
walking,-3.2178070545196533,6.512228488922119,2.1068975925445557
walking,-2.604891538619995,6.512228488922119,3.3710360527038574
walking,-6.435614109039307,12.066776275634766,0.5746083855628967
walking,-1.1109095811843872,77763671875,1.0342950820922852
walking,-4.711789131164551,9.461885452270508,2.030282974243164
walking,-7.4316020011901855,7.929595947265625,1.0342950820922852
walking,-1.2258312702178955,9.346963882446289,1.0342950820922852
walking,-3.907337188720703,10.342951774597168,0.4213795065879822
walking,-5.018246650695801,7.1251444816589355,0.8810662031173706
walking,-4.711789131164551,10.879252433776855,1.8387469053268433
walking,-3.2178070545196533,9.500192642211914,1.8387469053268433
walking,-1.9153614044189453,10.15141487121582,0.26815059781074524
walking,-0.38307225704193115,9.691728591918945,-0.689530074596405
walking,-3.1028854846954346,11.338939666748047,-0.689530074596405
walking,-3.4093432426452637,11.338939666748047,3.179499864578247
walking,0.727837324142456,7.163451671600342,7.393294811248779
walking,6.627150535583496,3.485957622528076,5.477933406829834
walking,2.7964274883270264,4.098873138427734,3.2561142444610596
